pokedex_number,name,abilities,weight_kg,height_m,type1,type2,generation,is_legendary,hp,attack,defense,sp_attack,sp_defense,speed,base_total,capture_rate,classfication,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
562,Yamask,['Mummy'],1.5,0.5,ghost,,5,0,38,30,85,55,65,30,303,190.0,Spirit Pokémon,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
563,Cofagrigus,['Mummy'],76.5,1.7,ghost,,5,0,58,50,145,95,105,30,483,90.0,Coffin Pokémon,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
564,Tirtouga,"['Solid Rock', 'Sturdy', 'Swift Swim']",16.5,0.7,water,rock,5,0,54,78,103,53,45,22,355,45.0,Prototurtle Pokémon,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
565,Carracosta,"['Solid Rock', 'Sturdy', 'Swift Swim']",81.0,1.2,water,rock,5,0,74,108,133,83,65,32,495,45.0,Prototurtle Pokémon,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
566,Archen,['Defeatist'],9.5,0.5,rock,flying,5,0,55,112,45,74,45,70,401,45.0,First Bird Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
567,Archeops,['Defeatist'],32.0,1.4,rock,flying,5,0,75,140,65,112,65,110,567,45.0,First Bird Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
568,Trubbish,"['Stench', 'Sticky Hold', 'Aftermath']",31.0,0.6,poison,,5,0,50,50,62,40,62,65,329,190.0,Trash Bag Pokémon,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
569,Garbodor,"['Stench', 'Weak Armor', 'Aftermath']",107.3,1.9,poison,,5,0,80,95,82,60,82,75,474,60.0,Trash Heap Pokémon,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
570,Zorua,['Illusion'],12.5,0.7,dark,,5,0,40,65,40,80,40,65,330,75.0,Tricky Fox Pokémon,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
571,Zoroark,['Illusion'],81.1,1.6,dark,,5,0,60,105,60,120,60,105,510,45.0,Illusion Fox Pokémon,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
572,Minccino,"['Cute Charm', 'Technician', 'Skill Link']",5.8,0.4,normal,,5,0,55,50,40,40,40,75,300,255.0,Chinchilla Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
573,Cinccino,"['Cute Charm', 'Technician', 'Skill Link']",7.5,0.5,normal,,5,0,75,95,60,65,60,115,470,60.0,Scarf Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
574,Gothita,"['Frisk', 'Competitive', 'Shadow Tag']",5.8,0.4,psychic,,5,0,45,30,50,55,65,45,290,200.0,Fixation Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
575,Gothorita,"['Frisk', 'Competitive', 'Shadow Tag']",18.0,0.7,psychic,,5,0,60,45,70,75,85,55,390,100.0,Manipulate Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
576,Gothitelle,"['Frisk', 'Competitive', 'Shadow Tag']",44.0,1.5,psychic,,5,0,70,55,95,95,110,65,490,50.0,Astral Body Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
577,Solosis,"['Overcoat', 'Magic Guard', 'Regenerator']",1.0,0.3,psychic,,5,0,45,30,40,105,50,20,290,200.0,Cell Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
578,Duosion,"['Overcoat', 'Magic Guard', 'Regenerator']",8.0,0.6,psychic,,5,0,65,40,50,125,60,30,370,100.0,Mitosis Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
579,Reuniclus,"['Overcoat', 'Magic Guard', 'Regenerator']",20.1,1.0,psychic,,5,0,110,65,75,125,85,30,490,50.0,Multiplying Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
580,Ducklett,"['Keen Eye', 'Big Pecks', 'Hydration']",5.5,0.5,water,flying,5,0,62,44,50,44,50,55,305,190.0,Water Bird Pokémon,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
581,Swanna,"['Keen Eye', 'Big Pecks', 'Hydration']",24.2,1.3,water,flying,5,0,75,87,63,87,63,98,473,45.0,White Bird Pokémon,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
582,Vanillite,"['Ice Body', 'Snow Cloak', 'Weak Armor']",5.7,0.4,ice,,5,0,36,50,50,65,60,44,305,255.0,Fresh Snow Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
583,Vanillish,"['Ice Body', 'Snow Cloak', 'Weak Armor']",41.0,1.1,ice,,5,0,51,65,65,80,75,59,395,120.0,Icy Snow Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
584,Vanilluxe,"['Ice Body', 'Snow Warning', 'Weak Armor']",57.5,1.3,ice,,5,0,71,95,85,110,95,79,535,45.0,Snowstorm Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
585,Deerling,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",19.5,0.6,normal,grass,5,0,60,60,50,40,50,75,335,190.0,Season Pokémon,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
586,Sawsbuck,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",92.5,1.9,normal,grass,5,0,80,100,70,60,70,95,475,75.0,Season Pokémon,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
587,Emolga,"['Static', 'Motor Drive']",5.0,0.4,electric,flying,5,0,55,75,60,75,60,103,428,200.0,Sky Squirrel Pokémon,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0
588,Karrablast,"['Swarm', 'Shed Skin', 'No Guard']",5.9,0.5,bug,,5,0,50,75,45,40,45,60,315,200.0,Clamping Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
589,Escavalier,"['Swarm', 'Shell Armor', 'Overcoat']",33.0,1.0,bug,steel,5,0,70,135,105,60,105,20,495,75.0,Cavalry Pokémon,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
590,Foongus,"['Effect Spore', 'Regenerator']",1.0,0.2,grass,poison,5,0,69,55,45,55,55,15,294,190.0,Mushroom Pokémon,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
591,Amoonguss,"['Effect Spore', 'Regenerator']",10.5,0.6,grass,poison,5,0,114,85,70,85,80,30,464,75.0,Mushroom Pokémon,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
592,Frillish,"['Water Absorb', 'Cursed Body', 'Damp']",33.0,1.2,water,ghost,5,0,55,40,50,65,85,40,335,190.0,Floating Pokémon,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5
593,Jellicent,"['Water Absorb', 'Cursed Body', 'Damp']",135.0,2.2,water,ghost,5,0,100,60,70,85,105,60,480,60.0,Floating Pokémon,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5
594,Alomomola,"['Healer', 'Hydration', 'Regenerator']",31.6,1.2,water,,5,0,165,75,80,40,45,65,470,75.0,Caring Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
595,Joltik,"['Compoundeyes', 'Unnerve', 'Swarm']",0.6,0.1,bug,electric,5,0,50,47,50,57,50,65,319,190.0,Attaching Pokémon,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
596,Galvantula,"['Compoundeyes', 'Unnerve', 'Swarm']",14.3,0.8,bug,electric,5,0,70,77,60,97,60,108,472,75.0,EleSpider Pokémon,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
597,Ferroseed,['Iron Barbs'],18.8,0.6,grass,steel,5,0,44,50,91,24,86,10,305,255.0,Thorn Seed Pokémon,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
598,Ferrothorn,"['Iron Barbs', 'Anticipation']",110.0,1.0,grass,steel,5,0,74,94,131,54,116,20,489,90.0,Thorn Pod Pokémon,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
599,Klink,"['Plus', 'Minus', 'Clear Body']",21.0,0.3,steel,,5,0,40,55,70,45,60,30,300,130.0,Gear Pokémon,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
600,Klang,"['Plus', 'Minus', 'Clear Body']",51.0,0.6,steel,,5,0,60,80,95,70,85,50,440,60.0,Gear Pokémon,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
601,Klinklang,"['Plus', 'Minus', 'Clear Body']",81.0,0.6,steel,,5,0,60,100,115,70,85,90,520,30.0,Gear Pokémon,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
602,Tynamo,['Levitate'],0.3,0.2,electric,,5,0,35,55,40,45,40,60,275,190.0,EleFish Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
603,Eelektrik,['Levitate'],22.0,1.2,electric,,5,0,65,85,70,75,70,40,405,60.0,EleFish Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
604,Eelektross,['Levitate'],80.5,2.1,electric,,5,0,85,115,80,105,80,50,515,30.0,EleFish Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
605,Elgyem,"['Telepathy', 'Synchronize', 'Analytic']",9.0,0.5,psychic,,5,0,55,55,55,85,55,30,335,255.0,Cerebral Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
606,Beheeyem,"['Telepathy', 'Synchronize', 'Analytic']",34.5,1.0,psychic,,5,0,75,75,75,125,95,40,485,90.0,Cerebral Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
607,Litwick,"['Flash Fire', 'Flame Body', 'Infiltrator']",3.1,0.3,ghost,fire,5,0,50,30,55,65,55,20,275,190.0,Candle Pokémon,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
608,Lampent,"['Flash Fire', 'Flame Body', 'Infiltrator']",13.0,0.6,ghost,fire,5,0,60,40,60,95,60,55,370,90.0,Lamp Pokémon,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
609,Chandelure,"['Flash Fire', 'Flame Body', 'Infiltrator']",34.3,1.0,ghost,fire,5,0,60,55,90,145,90,80,520,45.0,Luring Pokémon,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
610,Axew,"['Rivalry', 'Mold Breaker', 'Unnerve']",18.0,0.6,dragon,,5,0,46,87,60,30,40,57,320,75.0,Tusk Pokémon,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
611,Fraxure,"['Rivalry', 'Mold Breaker', 'Unnerve']",36.0,1.0,dragon,,5,0,66,117,70,40,50,67,410,60.0,Axe Jaw Pokémon,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
612,Haxorus,"['Rivalry', 'Mold Breaker', 'Unnerve']",105.5,1.8,dragon,,5,0,76,147,90,60,70,97,540,45.0,Axe Jaw Pokémon,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
613,Cubchoo,"['Snow Cloak', 'Slush Rush', 'Rattled']",8.5,0.5,ice,,5,0,55,70,40,60,40,40,305,120.0,Chill Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
614,Beartic,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",260.0,2.6,ice,,5,0,95,130,80,70,80,50,505,60.0,Freezing Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
615,Cryogonal,['Levitate'],148.0,1.1,ice,,5,0,80,50,50,95,135,105,515,25.0,Crystallizing Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
616,Shelmet,"['Hydration', 'Shell Armor', 'Overcoat']",7.7,0.4,bug,,5,0,50,40,85,40,65,25,305,200.0,Snail Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
617,Accelgor,"['Hydration', 'Sticky Hold', 'Unburden']",25.3,0.8,bug,,5,0,80,70,40,100,60,145,495,75.0,Shell Out Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
618,Stunfisk,"['Static', 'Limber', 'Sand Veil']",11.0,0.7,ground,electric,5,0,109,66,84,81,99,32,471,75.0,Trap Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
619,Mienfoo,"['Inner Focus', 'Regenerator', 'Reckless']",20.0,0.9,fighting,,5,0,45,85,50,55,50,65,350,180.0,Martial Arts Pokémon,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
620,Mienshao,"['Inner Focus', 'Regenerator', 'Reckless']",35.5,1.4,fighting,,5,0,65,125,60,95,60,105,510,45.0,Martial Arts Pokémon,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
621,Druddigon,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",139.0,1.6,dragon,,5,0,77,120,90,60,90,48,485,45.0,Cave Pokémon,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
622,Golett,"['Iron Fist', 'Klutz', 'No Guard']",92.0,1.0,ground,ghost,5,0,59,74,50,35,50,35,303,190.0,Automaton Pokémon,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
623,Golurk,"['Iron Fist', 'Klutz', 'No Guard']",330.0,2.8,ground,ghost,5,0,89,124,80,55,80,55,483,90.0,Automaton Pokémon,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
624,Pawniard,"['Defiant', 'Inner Focus', 'Pressure']",10.2,0.5,dark,steel,5,0,45,85,70,40,40,60,340,120.0,Sharp Blade Pokémon,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0
625,Bisharp,"['Defiant', 'Inner Focus', 'Pressure']",70.0,1.6,dark,steel,5,0,65,125,100,60,70,70,490,45.0,Sword Blade Pokémon,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0
626,Bouffalant,"['Reckless', 'Sap Sipper', 'Soundproof']",94.6,1.6,normal,,5,0,95,110,95,40,95,55,490,45.0,Bash Buffalo Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
627,Rufflet,"['Keen Eye', 'Sheer Force', 'Hustle']",10.5,0.5,normal,flying,5,0,70,83,50,37,50,60,350,190.0,Eaglet Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
628,Braviary,"['Keen Eye', 'Sheer Force', 'Defiant']",41.0,1.5,normal,flying,5,0,100,123,75,57,75,80,510,60.0,Valiant Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
629,Vullaby,"['Big Pecks', 'Overcoat', 'Weak Armor']",9.0,0.5,dark,flying,5,0,70,55,75,45,65,60,370,190.0,Diapered Pokémon,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
630,Mandibuzz,"['Big Pecks', 'Overcoat', 'Weak Armor']",39.5,1.2,dark,flying,5,0,110,65,105,55,95,80,510,60.0,Bone Vulture Pokémon,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
631,Heatmor,"['Gluttony', 'Flash Fire', 'White Smoke']",58.0,1.4,fire,,5,0,85,97,66,105,66,65,484,90.0,Anteater Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
632,Durant,"['Swarm', 'Hustle', 'Truant']",33.0,0.3,bug,steel,5,0,58,109,112,48,48,109,484,90.0,Iron Ant Pokémon,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
633,Deino,['Hustle'],17.3,0.8,dark,dragon,5,0,52,65,50,45,50,38,300,45.0,Irate Pokémon,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
634,Zweilous,['Hustle'],50.0,1.4,dark,dragon,5,0,72,85,70,65,70,58,420,45.0,Hostile Pokémon,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
635,Hydreigon,['Levitate'],160.0,1.8,dark,dragon,5,0,92,105,90,125,90,98,600,45.0,Brutal Pokémon,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
636,Larvesta,"['Flame Body', 'Swarm']",28.8,1.1,bug,fire,5,0,55,85,55,50,55,60,360,45.0,Torch Pokémon,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0
637,Volcarona,"['Flame Body', 'Swarm']",46.0,1.6,bug,fire,5,0,85,60,65,135,105,100,550,15.0,Sun Pokémon,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0
638,Cobalion,['Justified'],250.0,2.1,steel,fighting,5,1,91,90,129,90,72,108,580,3.0,Iron Will Pokémon,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0
639,Terrakion,['Justified'],260.0,1.9,rock,fighting,5,1,91,129,90,72,90,108,580,3.0,Cavern Pokémon,0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0
640,Virizion,['Justified'],200.0,2.0,grass,fighting,5,1,91,90,72,90,129,108,580,3.0,Grassland Pokémon,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5
641,Tornadus,"['Prankster', 'Defiant', 'Regenerator']",63.0,1.5,flying,,5,1,79,100,80,110,90,121,580,3.0,Cyclone Pokémon,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
642,Thundurus,"['Prankster', 'Defiant', 'Volt Absorb']",61.0,1.5,electric,flying,5,1,79,105,70,145,80,101,580,3.0,Bolt Strike Pokémon,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0
643,Reshiram,['Turboblaze'],330.0,3.2,dragon,fire,5,1,100,120,100,150,120,90,680,3.0,Vast White Pokémon,0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
644,Zekrom,['Teravolt'],345.0,2.9,dragon,electric,5,1,100,150,120,120,100,90,680,3.0,Deep Black Pokémon,1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5
645,Landorus,"['Sand Force', 'Sheer Force', 'Intimidate']",68.0,1.5,ground,flying,5,1,89,145,90,105,80,91,600,3.0,Abundance Pokémon,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
646,Kyurem,"['Pressure', 'Teravolt', 'Turboblaze']",325.0,3.0,dragon,ice,5,1,125,120,90,170,100,95,700,3.0,Boundary Pokémon,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5
647,Keldeo,['Justified'],48.5,1.4,water,fighting,5,1,91,72,90,129,90,108,580,3.0,Colt Pokémon,0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5
648,Meloetta,['Serene Grace'],6.5,0.6,normal,psychic,5,1,100,128,90,77,77,128,600,3.0,Melody Pokémon,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
649,Genesect,['Download'],82.5,1.5,bug,steel,5,1,71,120,95,120,95,99,600,3.0,Paleozoic Pokémon,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
650,Chespin,"['Overgrow', 'Bulletproof']",9.0,0.4,grass,,6,0,56,61,65,48,45,38,313,45.0,Spiky Nut Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
651,Quilladin,"['Overgrow', 'Bulletproof']",29.0,0.7,grass,,6,0,61,78,95,56,58,57,405,45.0,Spiny Armor Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
652,Chesnaught,"['Overgrow', 'Bulletproof']",90.0,1.6,grass,fighting,6,0,88,107,122,74,75,64,530,45.0,Spiny Armor Pokémon,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5
653,Fennekin,"['Blaze', 'Magician']",9.4,0.4,fire,,6,0,40,45,40,62,60,60,307,45.0,Fox Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
654,Braixen,"['Blaze', 'Magician']",14.5,1.0,fire,,6,0,59,59,58,90,70,73,409,45.0,Fox Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
655,Delphox,"['Blaze', 'Magician']",39.0,1.5,fire,psychic,6,0,75,69,72,114,100,104,534,45.0,Fox Pokémon,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0
